RegionID,Region,Year,Series,Value
180,Dem. Rep. of the Congo,2020,Vertebrates,203.0
180,Dem. Rep. of the Congo,2021,Vertebrates,222.0
180,Dem. Rep. of the Congo,2022,Vertebrates,246.0
180,Dem. Rep. of the Congo,2004,Invertebrates,22.0
180,Dem. Rep. of the Congo,2010,Invertebrates,51.0
180,Dem. Rep. of the Congo,2015,Invertebrates,53.0
180,Dem. Rep. of the Congo,2019,Invertebrates,54.0
180,Dem. Rep. of the Congo,2020,Invertebrates,54.0
180,Dem. Rep. of the Congo,2021,Invertebrates,54.0
180,Dem. Rep. of the Congo,2022,Invertebrates,54.0
180,Dem. Rep. of the Congo,2004,Plants,65.0
180,Dem. Rep. of the Congo,2010,Plants,83.0
180,Dem. Rep. of the Congo,2015,Plants,109.0
180,Dem. Rep. of the Congo,2019,Plants,185.0
180,Dem. Rep. of the Congo,2020,Plants,240.0
180,Dem. Rep. of the Congo,2021,Plants,295.0
180,Dem. Rep. of the Congo,2022,Plants,409.0
180,Dem. Rep. of the Congo,2004,Total,171.0
180,Dem. Rep. of the Congo,2010,Total,296.0
180,Dem. Rep. of the Congo,2015,Total,333.0
180,Dem. Rep. of the Congo,2019,Total,427.0
180,Dem. Rep. of the Congo,2020,Total,497.0
180,Dem. Rep. of the Congo,2021,Total,571.0
180,Dem. Rep. of the Congo,2022,Total,709.0
208,Denmark,2004,Vertebrates,21.0
208,Denmark,2010,Vertebrates,18.0
208,Denmark,2015,Vertebrates,20.0
208,Denmark,2019,Vertebrates,30.0
208,Denmark,2020,Vertebrates,31.0
208,Denmark,2021,Vertebrates,34.0
208,Denmark,2022,Vertebrates,38.0
208,Denmark,2004,Invertebrates,11.0
208,Denmark,2010,Invertebrates,12.0
208,Denmark,2015,Invertebrates,15.0
208,Denmark,2019,Invertebrates,16.0
208,Denmark,2020,Invertebrates,16.0
208,Denmark,2021,Invertebrates,17.0
208,Denmark,2022,Invertebrates,20.0
208,Denmark,2004,Plants,3.0
208,Denmark,2010,Plants,3.0
208,Denmark,2015,Plants,1.0
208,Denmark,2019,Plants,21.0
208,Denmark,2020,Plants,30.0
208,Denmark,2021,Plants,31.0
208,Denmark,2022,Plants,32.0
208,Denmark,2004,Total,35.0
208,Denmark,2010,Total,33.0
208,Denmark,2015,Total,36.0
208,Denmark,2019,Total,67.0
208,Denmark,2020,Total,77.0
208,Denmark,2021,Total,82.0
208,Denmark,2022,Total,90.0
262,Djibouti,2004,Vertebrates,19.0
262,Djibouti,2010,Vertebrates,29.0
262,Djibouti,2015,Vertebrates,34.0
262,Djibouti,2019,Vertebrates,49.0
262,Djibouti,2020,Vertebrates,50.0
262,Djibouti,2021,Vertebrates,58.0
262,Djibouti,2022,Vertebrates,67.0
262,Djibouti,2004,Invertebrates,0.0
262,Djibouti,2010,Invertebrates,50.0
262,Djibouti,2015,Invertebrates,57.0
262,Djibouti,2019,Invertebrates,57.0
262,Djibouti,2020,Invertebrates,57.0
262,Djibouti,2021,Invertebrates,57.0
262,Djibouti,2022,Invertebrates,57.0
262,Djibouti,2004,Plants,2.0
262,Djibouti,2010,Plants,2.0
262,Djibouti,2015,Plants,3.0
262,Djibouti,2019,Plants,3.0
262,Djibouti,2020,Plants,3.0
262,Djibouti,2021,Plants,3.0
262,Djibouti,2022,Plants,3.0
262,Djibouti,2004,Total,21.0
262,Djibouti,2010,Total,81.0
262,Djibouti,2015,Total,94.0
262,Djibouti,2019,Total,109.0
262,Djibouti,2020,Total,110.0
262,Djibouti,2021,Total,118.0
262,Djibouti,2022,Total,127.0
212,Dominica,2004,Vertebrates,22.0
212,Dominica,2010,Vertebrates,27.0
212,Dominica,2015,Vertebrates,40.0
212,Dominica,2019,Vertebrates,47.0
212,Dominica,2020,Vertebrates,51.0
212,Dominica,2021,Vertebrates,62.0
212,Dominica,2022,Vertebrates,64.0
212,Dominica,2004,Invertebrates,0.0
212,Dominica,2010,Invertebrates,11.0
212,Dominica,2015,Invertebrates,11.0
212,Dominica,2019,Invertebrates,11.0
212,Dominica,2020,Invertebrates,11.0
212,Dominica,2021,Invertebrates,11.0
212,Dominica,2022,Invertebrates,11.0
212,Dominica,2004,Plants,11.0
212,Dominica,2010,Plants,10.0
212,Dominica,2015,Plants,11.0
212,Dominica,2019,Plants,12.0
212,Dominica,2020,Plants,12.0
212,Dominica,2021,Plants,15.0
212,Dominica,2022,Plants,15.0
212,Dominica,2004,Total,33.0
212,Dominica,2010,Total,48.0
212,Dominica,2015,Total,62.0
212,Dominica,2019,Total,70.0
212,Dominica,2020,Total,74.0
212,Dominica,2021,Total,88.0
212,Dominica,2022,Total,90.0
214,Dominican Republic,2004,Vertebrates,72.0
214,Dominican Republic,2010,Vertebrates,80.0
214,Dominican Republic,2015,Vertebrates,95.0
214,Dominican Republic,2019,Vertebrates,133.0
214,Dominican Republic,2020,Vertebrates,136.0
214,Dominican Republic,2021,Vertebrates,152.0
214,Dominican Republic,2022,Vertebrates,161.0
214,Dominican Republic,2004,Invertebrates,2.0
214,Dominican Republic,2010,Invertebrates,16.0
214,Dominican Republic,2015,Invertebrates,16.0
214,Dominican Republic,2019,Invertebrates,18.0
214,Dominican Republic,2020,Invertebrates,19.0
214,Dominican Republic,2021,Invertebrates,19.0
214,Dominican Republic,2022,Invertebrates,19.0
214,Dominican Republic,2004,Plants,30.0
214,Dominican Republic,2010,Plants,30.0
214,Dominican Republic,2015,Plants,42.0
214,Dominican Republic,2019,Plants,49.0
214,Dominican Republic,2020,Plants,48.0
214,Dominican Republic,2021,Plants,80.0
214,Dominican Republic,2022,Plants,87.0
214,Dominican Republic,2004,Total,104.0
214,Dominican Republic,2010,Total,126.0
214,Dominican Republic,2015,Total,153.0
214,Dominican Republic,2019,Total,200.0
214,Dominican Republic,2020,Total,203.0
214,Dominican Republic,2021,Total,251.0
214,Dominican Republic,2022,Total,267.0
218,Ecuador,2004,Vertebrates,288.0
218,Ecuador,2010,Vertebrates,356.0
218,Ecuador,2015,Vertebrates,395.0
218,Ecuador,2019,Vertebrates,441.0
218,Ecuador,2020,Vertebrates,470.0
218,Ecuador,2021,Vertebrates,501.0
218,Ecuador,2022,Vertebrates,504.0
218,Ecuador,2004,Invertebrates,48.0
218,Ecuador,2010,Invertebrates,62.0
218,Ecuador,2015,Invertebrates,65.0
218,Ecuador,2019,Invertebrates,70.0
218,Ecuador,2020,Invertebrates,70.0
218,Ecuador,2021,Invertebrates,76.0
218,Ecuador,2022,Invertebrates,76.0
218,Ecuador,2004,Plants,1815.0
218,Ecuador,2010,Plants,1837.0
218,Ecuador,2015,Plants,1848.0
218,Ecuador,2019,Plants,1882.0
218,Ecuador,2020,Plants,1961.0
218,Ecuador,2021,Plants,1991.0
218,Ecuador,2022,Plants,2028.0
218,Ecuador,2004,Total,2151.0
218,Ecuador,2010,Total,2255.0
218,Ecuador,2015,Total,2308.0
218,Ecuador,2019,Total,2393.0
218,Ecuador,2020,Total,2501.0
218,Ecuador,2021,Total,2568.0
218,Ecuador,2022,Total,2608.0
818,Egypt,2004,Vertebrates,43.0
818,Egypt,2010,Vertebrates,73.0
818,Egypt,2015,Vertebrates,83.0
818,Egypt,2019,Vertebrates,105.0
818,Egypt,2020,Vertebrates,107.0
818,Egypt,2021,Vertebrates,126.0
818,Egypt,2022,Vertebrates,136.0
818,Egypt,2004,Invertebrates,1.0
818,Egypt,2010,Invertebrates,46.0
818,Egypt,2015,Invertebrates,55.0
818,Egypt,2019,Invertebrates,56.0
818,Egypt,2020,Invertebrates,57.0
818,Egypt,2021,Invertebrates,57.0
818,Egypt,2022,Invertebrates,58.0
818,Egypt,2004,Plants,2.0
818,Egypt,2010,Plants,2.0
818,Egypt,2015,Plants,3.0
818,Egypt,2019,Plants,8.0
818,Egypt,2020,Plants,8.0
818,Egypt,2021,Plants,8.0
818,Egypt,2022,Plants,13.0
818,Egypt,2004,Total,46.0
818,Egypt,2010,Total,121.0
818,Egypt,2015,Total,141.0
818,Egypt,2019,Total,169.0
818,Egypt,2020,Total,172.0
818,Egypt,2021,Total,191.0
818,Egypt,2022,Total,207.0
222,El Salvador,2004,Vertebrates,23.0
222,El Salvador,2010,Vertebrates,39.0
222,El Salvador,2015,Vertebrates,47.0
222,El Salvador,2019,Vertebrates,50.0
222,El Salvador,2020,Vertebrates,55.0
222,El Salvador,2021,Vertebrates,79.0
222,El Salvador,2022,Vertebrates,83.0
222,El Salvador,2004,Invertebrates,1.0
222,El Salvador,2010,Invertebrates,6.0
222,El Salvador,2015,Invertebrates,7.0
222,El Salvador,2019,Invertebrates,10.0
222,El Salvador,2020,Invertebrates,10.0
222,El Salvador,2021,Invertebrates,10.0
222,El Salvador,2022,Invertebrates,10.0
222,El Salvador,2004,Plants,25.0
222,El Salvador,2010,Plants,27.0
222,El Salvador,2015,Plants,29.0
222,El Salvador,2019,Plants,33.0
222,El Salvador,2020,Plants,42.0
222,El Salvador,2021,Plants,54.0
222,El Salvador,2022,Plants,65.0
222,El Salvador,2004,Total,49.0
222,El Salvador,2010,Total,72.0
222,El Salvador,2015,Total,83.0
222,El Salvador,2019,Total,93.0
222,El Salvador,2020,Total,107.0
222,El Salvador,2021,Total,143.0
222,El Salvador,2022,Total,158.0
226,Equatorial Guinea,2004,Vertebrates,38.0
226,Equatorial Guinea,2010,Vertebrates,60.0
226,Equatorial Guinea,2015,Vertebrates,71.0
226,Equatorial Guinea,2019,Vertebrates,88.0
226,Equatorial Guinea,2020,Vertebrates,94.0
226,Equatorial Guinea,2021,Vertebrates,110.0
226,Equatorial Guinea,2022,Vertebrates,124.0
226,Equatorial Guinea,2004,Invertebrates,2.0
226,Equatorial Guinea,2010,Invertebrates,2.0
226,Equatorial Guinea,2015,Invertebrates,5.0
226,Equatorial Guinea,2019,Invertebrates,4.0
226,Equatorial Guinea,2020,Invertebrates,4.0
226,Equatorial Guinea,2021,Invertebrates,4.0
226,Equatorial Guinea,2022,Invertebrates,4.0
226,Equatorial Guinea,2004,Plants,61.0
226,Equatorial Guinea,2010,Plants,68.0
226,Equatorial Guinea,2015,Plants,79.0
226,Equatorial Guinea,2019,Plants,98.0
226,Equatorial Guinea,2020,Plants,107.0
226,Equatorial Guinea,2021,Plants,120.0
226,Equatorial Guinea,2022,Plants,157.0
226,Equatorial Guinea,2004,Total,101.0
226,Equatorial Guinea,2010,Total,130.0
226,Equatorial Guinea,2015,Total,155.0
226,Equatorial Guinea,2019,Total,190.0
226,Equatorial Guinea,2020,Total,205.0
226,Equatorial Guinea,2021,Total,234.0
226,Equatorial Guinea,2022,Total,285.0
232,Eritrea,2004,Vertebrates,31.0
232,Eritrea,2010,Vertebrates,44.0
232,Eritrea,2015,Vertebrates,51.0
232,Eritrea,2019,Vertebrates,74.0
232,Eritrea,2020,Vertebrates,79.0
232,Eritrea,2021,Vertebrates,90.0
232,Eritrea,2022,Vertebrates,94.0
232,Eritrea,2004,Invertebrates,0.0
232,Eritrea,2010,Invertebrates,50.0
232,Eritrea,2015,Invertebrates,58.0
232,Eritrea,2019,Invertebrates,58.0
232,Eritrea,2020,Invertebrates,58.0
232,Eritrea,2021,Invertebrates,58.0
232,Eritrea,2022,Invertebrates,58.0
232,Eritrea,2004,Plants,3.0
232,Eritrea,2010,Plants,3.0
232,Eritrea,2015,Plants,4.0
232,Eritrea,2019,Plants,6.0
232,Eritrea,2020,Plants,6.0
232,Eritrea,2021,Plants,6.0
232,Eritrea,2022,Plants,6.0
232,Eritrea,2004,Total,34.0
232,Eritrea,2010,Total,97.0
232,Eritrea,2015,Total,113.0
232,Eritrea,2019,Total,138.0
232,Eritrea,2020,Total,143.0
232,Eritrea,2021,Total,154.0
232,Eritrea,2022,Total,158.0
233,Estonia,2004,Vertebrates,8.0
233,Estonia,2010,Vertebrates,8.0
233,Estonia,2015,Vertebrates,11.0
233,Estonia,2019,Vertebrates,15.0
233,Estonia,2020,Vertebrates,15.0
233,Estonia,2021,Vertebrates,15.0
233,Estonia,2022,Vertebrates,16.0
233,Estonia,2004,Invertebrates,4.0
233,Estonia,2010,Invertebrates,3.0
233,Estonia,2015,Invertebrates,6.0
233,Estonia,2019,Invertebrates,7.0
233,Estonia,2020,Invertebrates,7.0
233,Estonia,2021,Invertebrates,8.0
233,Estonia,2022,Invertebrates,10.0
233,Estonia,2004,Plants,0.0
233,Estonia,2010,Plants,0.0
233,Estonia,2015,Plants,0.0
233,Estonia,2019,Plants,17.0
233,Estonia,2020,Plants,26.0
233,Estonia,2021,Plants,27.0
233,Estonia,2022,Plants,30.0
233,Estonia,2004,Total,12.0
233,Estonia,2010,Total,11.0
233,Estonia,2015,Total,17.0
233,Estonia,2019,Total,39.0
233,Estonia,2020,Total,48.0
233,Estonia,2021,Total,50.0
233,Estonia,2022,Total,56.0
748,Eswatini,2004,Vertebrates,12.0
748,Eswatini,2010,Vertebrates,18.0
748,Eswatini,2015,Vertebrates,23.0
748,Eswatini,2019,Vertebrates,28.0
748,Eswatini,2020,Vertebrates,28.0
748,Eswatini,2021,Vertebrates,29.0
748,Eswatini,2022,Vertebrates,30.0
748,Eswatini,2004,Invertebrates,0.0
748,Eswatini,2010,Invertebrates,0.0
748,Eswatini,2015,Invertebrates,0.0
748,Eswatini,2019,Invertebrates,0.0
748,Eswatini,2020,Invertebrates,0.0
748,Eswatini,2021,Invertebrates,2.0
748,Eswatini,2022,Invertebrates,3.0
748,Eswatini,2004,Plants,11.0
748,Eswatini,2010,Plants,11.0
748,Eswatini,2015,Plants,11.0
748,Eswatini,2019,Plants,13.0
748,Eswatini,2020,Plants,13.0
748,Eswatini,2021,Plants,15.0
748,Eswatini,2022,Plants,15.0
748,Eswatini,2004,Total,23.0
748,Eswatini,2010,Total,29.0
748,Eswatini,2015,Total,34.0
748,Eswatini,2019,Total,41.0
748,Eswatini,2020,Total,41.0
748,Eswatini,2021,Total,46.0
748,Eswatini,2022,Total,48.0
231,Ethiopia,2004,Vertebrates,65.0
231,Ethiopia,2010,Vertebrates,79.0
231,Ethiopia,2015,Vertebrates,89.0
231,Ethiopia,2019,Vertebrates,99.0
231,Ethiopia,2020,Vertebrates,101.0
231,Ethiopia,2021,Vertebrates,103.0
231,Ethiopia,2022,Vertebrates,109.0
231,Ethiopia,2004,Invertebrates,6.0
231,Ethiopia,2010,Invertebrates,15.0
231,Ethiopia,2015,Invertebrates,15.0
231,Ethiopia,2019,Invertebrates,15.0
231,Ethiopia,2020,Invertebrates,15.0
231,Ethiopia,2021,Invertebrates,15.0
231,Ethiopia,2022,Invertebrates,15.0
231,Ethiopia,2004,Plants,22.0
231,Ethiopia,2010,Plants,26.0
231,Ethiopia,2015,Plants,41.0
231,Ethiopia,2019,Plants,64.0
231,Ethiopia,2020,Plants,64.0
231,Ethiopia,2021,Plants,65.0
231,Ethiopia,2022,Plants,104.0
231,Ethiopia,2004,Total,93.0
231,Ethiopia,2010,Total,120.0
231,Ethiopia,2015,Total,145.0
231,Ethiopia,2019,Total,178.0
231,Ethiopia,2020,Total,180.0
231,Ethiopia,2021,Total,183.0
231,Ethiopia,2022,Total,228.0
238,Falkland Islands (Malvinas),2004,Vertebrates,21.0
238,Falkland Islands (Malvinas),2010,Vertebrates,18.0
238,Falkland Islands (Malvinas),2015,Vertebrates,18.0
238,Falkland Islands (Malvinas),2019,Vertebrates,17.0
238,Falkland Islands (Malvinas),2020,Vertebrates,18.0
238,Falkland Islands (Malvinas),2021,Vertebrates,19.0
238,Falkland Islands (Malvinas),2022,Vertebrates,19.0
238,Falkland Islands (Malvinas),2004,Invertebrates,0.0
238,Falkland Islands (Malvinas),2010,Invertebrates,0.0
238,Falkland Islands (Malvinas),2015,Invertebrates,0.0
238,Falkland Islands (Malvinas),2019,Invertebrates,0.0
238,Falkland Islands (Malvinas),2020,Invertebrates,0.0
238,Falkland Islands (Malvinas),2021,Invertebrates,0.0
238,Falkland Islands (Malvinas),2022,Invertebrates,0.0
238,Falkland Islands (Malvinas),2004,Plants,5.0
238,Falkland Islands (Malvinas),2010,Plants,5.0
238,Falkland Islands (Malvinas),2015,Plants,5.0
238,Falkland Islands (Malvinas),2019,Plants,6.0
238,Falkland Islands (Malvinas),2020,Plants,6.0
238,Falkland Islands (Malvinas),2021,Plants,11.0
238,Falkland Islands (Malvinas),2022,Plants,11.0
238,Falkland Islands (Malvinas),2004,Total,26.0
238,Falkland Islands (Malvinas),2010,Total,23.0
238,Falkland Islands (Malvinas),2015,Total,23.0
238,Falkland Islands (Malvinas),2019,Total,23.0
238,Falkland Islands (Malvinas),2020,Total,24.0
238,Falkland Islands (Malvinas),2021,Total,30.0
238,Falkland Islands (Malvinas),2022,Total,30.0
234,Faroe Islands,2004,Vertebrates,11.0
234,Faroe Islands,2010,Vertebrates,13.0
234,Faroe Islands,2015,Vertebrates,14.0
234,Faroe Islands,2019,Vertebrates,23.0
234,Faroe Islands,2020,Vertebrates,24.0
234,Faroe Islands,2021,Vertebrates,27.0
234,Faroe Islands,2022,Vertebrates,29.0
234,Faroe Islands,2004,Invertebrates,0.0
234,Faroe Islands,2010,Invertebrates,0.0
234,Faroe Islands,2015,Invertebrates,0.0
234,Faroe Islands,2019,Invertebrates,0.0
234,Faroe Islands,2020,Invertebrates,0.0
234,Faroe Islands,2021,Invertebrates,0.0
234,Faroe Islands,2022,Invertebrates,0.0
234,Faroe Islands,2004,Plants,0.0
234,Faroe Islands,2010,Plants,0.0
234,Faroe Islands,2015,Plants,0.0
234,Faroe Islands,2019,Plants,4.0
234,Faroe Islands,2020,Plants,5.0
234,Faroe Islands,2021,Plants,5.0
234,Faroe Islands,2022,Plants,5.0
234,Faroe Islands,2004,Total,11.0
234,Faroe Islands,2010,Total,13.0
234,Faroe Islands,2015,Total,14.0
234,Faroe Islands,2019,Total,27.0
234,Faroe Islands,2020,Total,29.0
234,Faroe Islands,2021,Total,32.0
234,Faroe Islands,2022,Total,34.0
242,Fiji,2004,Vertebrates,33.0
242,Fiji,2010,Vertebrates,37.0
242,Fiji,2015,Vertebrates,48.0
242,Fiji,2019,Vertebrates,57.0
242,Fiji,2020,Vertebrates,62.0
242,Fiji,2021,Vertebrates,66.0
242,Fiji,2022,Vertebrates,68.0
242,Fiji,2004,Invertebrates,2.0
242,Fiji,2010,Invertebrates,90.0
242,Fiji,2015,Invertebrates,165.0
242,Fiji,2019,Invertebrates,165.0
242,Fiji,2020,Invertebrates,172.0
242,Fiji,2021,Invertebrates,182.0
242,Fiji,2022,Invertebrates,189.0
242,Fiji,2004,Plants,66.0
242,Fiji,2010,Plants,65.0
242,Fiji,2015,Plants,65.0
242,Fiji,2019,Plants,78.0
242,Fiji,2020,Plants,87.0
242,Fiji,2021,Plants,90.0
242,Fiji,2022,Plants,92.0
242,Fiji,2004,Total,101.0
242,Fiji,2010,Total,192.0
242,Fiji,2015,Total,278.0
242,Fiji,2019,Total,300.0
242,Fiji,2020,Total,321.0
242,Fiji,2021,Total,338.0
242,Fiji,2022,Total,349.0
246,Finland,2004,Vertebrates,14.0
246,Finland,2010,Vertebrates,10.0
246,Finland,2015,Vertebrates,13.0
246,Finland,2019,Vertebrates,19.0
246,Finland,2020,Vertebrates,19.0
246,Finland,2021,Vertebrates,19.0
246,Finland,2022,Vertebrates,19.0
246,Finland,2004,Invertebrates,10.0
246,Finland,2010,Invertebrates,7.0
246,Finland,2015,Invertebrates,10.0
246,Finland,2019,Invertebrates,10.0
246,Finland,2020,Invertebrates,10.0
246,Finland,2021,Invertebrates,10.0
246,Finland,2022,Invertebrates,15.0
246,Finland,2004,Plants,1.0
246,Finland,2010,Plants,1.0
246,Finland,2015,Plants,2.0
246,Finland,2019,Plants,21.0
246,Finland,2020,Plants,32.0
246,Finland,2021,Plants,33.0
246,Finland,2022,Plants,34.0
246,Finland,2004,Total,25.0
246,Finland,2010,Total,18.0
246,Finland,2015,Total,25.0
246,Finland,2019,Total,50.0
246,Finland,2020,Total,61.0
246,Finland,2021,Total,62.0
246,Finland,2022,Total,68.0
250,France,2004,Vertebrates,53.0
250,France,2010,Vertebrates,62.0
250,France,2015,Vertebrates,70.0
250,France,2019,Vertebrates,84.0
250,France,2020,Vertebrates,88.0
250,France,2021,Vertebrates,103.0
250,France,2022,Vertebrates,114.0
250,France,2004,Invertebrates,65.0
250,France,2010,Invertebrates,91.0
250,France,2015,Invertebrates,133.0
250,France,2019,Invertebrates,160.0
250,France,2020,Invertebrates,162.0
250,France,2021,Invertebrates,160.0
250,France,2022,Invertebrates,222.0
250,France,2004,Plants,2.0
250,France,2010,Plants,15.0
250,France,2015,Plants,33.0
250,France,2019,Plants,98.0
250,France,2020,Plants,116.0
250,France,2021,Plants,119.0
250,France,2022,Plants,124.0
250,France,2004,Total,120.0
250,France,2010,Total,168.0
250,France,2015,Total,236.0
250,France,2019,Total,342.0
250,France,2020,Total,366.0
250,France,2021,Total,382.0
250,France,2022,Total,460.0
254,French Guiana,2004,Vertebrates,33.0
254,French Guiana,2010,Vertebrates,40.0
254,French Guiana,2015,Vertebrates,51.0
254,French Guiana,2019,Vertebrates,59.0
254,French Guiana,2020,Vertebrates,59.0
254,French Guiana,2021,Vertebrates,83.0
254,French Guiana,2022,Vertebrates,84.0
254,French Guiana,2004,Invertebrates,0.0
254,French Guiana,2010,Invertebrates,0.0
254,French Guiana,2015,Invertebrates,0.0
254,French Guiana,2019,Invertebrates,0.0
254,French Guiana,2020,Invertebrates,0.0
254,French Guiana,2021,Invertebrates,1.0
254,French Guiana,2022,Invertebrates,1.0
254,French Guiana,2004,Plants,16.0
254,French Guiana,2010,Plants,16.0
254,French Guiana,2015,Plants,16.0
254,French Guiana,2019,Plants,18.0
254,French Guiana,2020,Plants,20.0
254,French Guiana,2021,Plants,24.0
254,French Guiana,2022,Plants,33.0
254,French Guiana,2004,Total,49.0
254,French Guiana,2010,Total,56.0
254,French Guiana,2015,Total,67.0
254,French Guiana,2019,Total,77.0
254,French Guiana,2020,Total,79.0
254,French Guiana,2021,Total,108.0
254,French Guiana,2022,Total,118.0
258,French Polynesia,2004,Vertebrates,46.0
258,French Polynesia,2010,Vertebrates,54.0
258,French Polynesia,2015,Vertebrates,63.0
258,French Polynesia,2019,Vertebrates,67.0
258,French Polynesia,2020,Vertebrates,68.0
258,French Polynesia,2021,Vertebrates,73.0
258,French Polynesia,2022,Vertebrates,74.0
258,French Polynesia,2004,Invertebrates,29.0
258,French Polynesia,2010,Invertebrates,59.0
258,French Polynesia,2015,Invertebrates,65.0
258,French Polynesia,2019,Invertebrates,62.0
258,French Polynesia,2020,Invertebrates,65.0
258,French Polynesia,2021,Invertebrates,66.0
258,French Polynesia,2022,Invertebrates,66.0
258,French Polynesia,2004,Plants,47.0
258,French Polynesia,2010,Plants,47.0
258,French Polynesia,2015,Plants,47.0
258,French Polynesia,2019,Plants,48.0
258,French Polynesia,2020,Plants,48.0
258,French Polynesia,2021,Plants,56.0
258,French Polynesia,2022,Plants,56.0
258,French Polynesia,2004,Total,122.0
258,French Polynesia,2010,Total,160.0
258,French Polynesia,2015,Total,175.0
258,French Polynesia,2019,Total,177.0
258,French Polynesia,2020,Total,181.0
258,French Polynesia,2021,Total,195.0
258,French Polynesia,2022,Total,196.0
260,French Southern Territories,2004,Vertebrates,17.0
260,French Southern Territories,2010,Vertebrates,21.0
260,French Southern Territories,2015,Vertebrates,22.0
260,French Southern Territories,2019,Vertebrates,28.0
260,French Southern Territories,2020,Vertebrates,28.0
260,French Southern Territories,2021,Vertebrates,29.0
260,French Southern Territories,2022,Vertebrates,32.0
260,French Southern Territories,2004,Invertebrates,0.0
260,French Southern Territories,2010,Invertebrates,0.0
260,French Southern Territories,2015,Invertebrates,0.0
260,French Southern Territories,2019,Invertebrates,0.0
260,French Southern Territories,2020,Invertebrates,0.0
260,French Southern Territories,2021,Invertebrates,0.0
260,French Southern Territories,2022,Invertebrates,0.0
260,French Southern Territories,2004,Plants,0.0
260,French Southern Territories,2010,Plants,0.0
260,French Southern Territories,2015,Plants,0.0
260,French Southern Territories,2019,Plants,1.0
260,French Southern Territories,2020,Plants,1.0
260,French Southern Territories,2021,Plants,2.0
260,French Southern Territories,2022,Plants,2.0
260,French Southern Territories,2004,Total,17.0
260,French Southern Territories,2010,Total,21.0
260,French Southern Territories,2015,Total,22.0
260,French Southern Territories,2019,Total,29.0
260,French Southern Territories,2020,Total,29.0
260,French Southern Territories,2021,Total,31.0
260,French Southern Territories,2022,Total,34.0
266,Gabon,2004,Vertebrates,31.0
266,Gabon,2010,Vertebrates,84.0
266,Gabon,2015,Vertebrates,93.0
266,Gabon,2019,Vertebrates,106.0
266,Gabon,2020,Vertebrates,110.0
266,Gabon,2021,Vertebrates,121.0
266,Gabon,2022,Vertebrates,133.0
266,Gabon,2004,Invertebrates,1.0
266,Gabon,2010,Invertebrates,0.0
266,Gabon,2015,Invertebrates,3.0
266,Gabon,2019,Invertebrates,4.0
266,Gabon,2020,Invertebrates,4.0
266,Gabon,2021,Invertebrates,4.0
266,Gabon,2022,Invertebrates,4.0
266,Gabon,2004,Plants,107.0
266,Gabon,2010,Plants,120.0
266,Gabon,2015,Plants,135.0
266,Gabon,2019,Plants,181.0
266,Gabon,2020,Plants,215.0
266,Gabon,2021,Plants,334.0
266,Gabon,2022,Plants,462.0
266,Gabon,2004,Total,139.0
266,Gabon,2010,Total,204.0
266,Gabon,2015,Total,231.0
266,Gabon,2019,Total,291.0
266,Gabon,2020,Total,329.0
266,Gabon,2021,Total,459.0
266,Gabon,2022,Total,599.0
270,Gambia,2004,Vertebrates,17.0
270,Gambia,2010,Vertebrates,39.0
270,Gambia,2015,Vertebrates,48.0
270,Gambia,2019,Vertebrates,68.0
270,Gambia,2020,Vertebrates,78.0
270,Gambia,2021,Vertebrates,95.0
270,Gambia,2022,Vertebrates,116.0
270,Gambia,2004,Invertebrates,0.0
270,Gambia,2010,Invertebrates,0.0
270,Gambia,2015,Invertebrates,2.0
270,Gambia,2019,Invertebrates,2.0
270,Gambia,2020,Invertebrates,2.0
270,Gambia,2021,Invertebrates,3.0
270,Gambia,2022,Invertebrates,3.0
270,Gambia,2004,Plants,4.0
270,Gambia,2010,Plants,4.0
270,Gambia,2015,Plants,5.0
270,Gambia,2019,Plants,6.0
270,Gambia,2020,Plants,7.0
270,Gambia,2021,Plants,6.0
270,Gambia,2022,Plants,6.0
270,Gambia,2004,Total,21.0
270,Gambia,2010,Total,43.0
270,Gambia,2015,Total,55.0
270,Gambia,2019,Total,76.0
270,Gambia,2020,Total,87.0
270,Gambia,2021,Total,104.0
270,Gambia,2022,Total,125.0
268,Georgia,2004,Vertebrates,33.0
268,Georgia,2010,Vertebrates,37.0
268,Georgia,2015,Vertebrates,38.0
268,Georgia,2019,Vertebrates,42.0
268,Georgia,2020,Vertebrates,42.0
268,Georgia,2021,Vertebrates,41.0
268,Georgia,2022,Vertebrates,41.0
268,Georgia,2004,Invertebrates,10.0
268,Georgia,2010,Invertebrates,9.0
268,Georgia,2015,Invertebrates,15.0
268,Georgia,2019,Invertebrates,15.0
268,Georgia,2020,Invertebrates,15.0
268,Georgia,2021,Invertebrates,14.0
268,Georgia,2022,Invertebrates,14.0
268,Georgia,2004,Plants,0.0
268,Georgia,2010,Plants,0.0
268,Georgia,2015,Plants,61.0
268,Georgia,2019,Plants,68.0
268,Georgia,2020,Plants,69.0
268,Georgia,2021,Plants,69.0
268,Georgia,2022,Plants,72.0
268,Georgia,2004,Total,43.0
268,Georgia,2010,Total,46.0
268,Georgia,2015,Total,114.0
268,Georgia,2019,Total,125.0
268,Georgia,2020,Total,126.0
268,Georgia,2021,Total,124.0
268,Georgia,2022,Total,127.0
276,Germany,2004,Vertebrates,35.0
276,Germany,2010,Vertebrates,33.0
276,Germany,2015,Vertebrates,33.0
276,Germany,2019,Vertebrates,41.0
